"gameid","opposingteamgoalieoniceid","opposingteamid","playerid","teamgoalieoniceid","teamid","teaminpossession","currentpossession","xg_allattempts","compiledgametime","eventname","ishomegame","manpowersituation","opposingteamskatersonicecount","outcome","period","playerprimaryposition","scoredifferential","teamskatersonicecount","type","xadjcoord","yadjcoord","possession_id","has_shot","pass_count","time_since_possession","passes_between_shots","time_since_shot"
72393,553243,885,489917,172367,814,814,200,0.004572700276693,1161.3,"shot",1,"powerPlay",4,"successful",1,"F",2,5,"outside",58.1432495117187,-31.4352931976318,130,TRUE,6,13.8667,6,13.8667
72393,553243,885,376368,172367,814,814,205,0.048895934758512,1192.8334,"shot",1,"powerPlay",4,"successful",1,"F",2,5,"slot",61.1529998779297,-1.75479888916016,134,TRUE,4,10.0667000000001,4,10.0667000000001
72393,172367,814,727892,122858,885,885,211,0.049108508660031,1219.4333,"shot",0,"evenStrength",5,"successful",2,"F",-3,5,"slot",79.7618255615234,12.7746124267578,137,TRUE,2,7.93329999999992,2,7.93329999999992
72393,172367,814,71819,122858,885,885,228,0.004042993860534,1313.6,"shot",0,"evenStrength",5,"failed",2,"D",-3,5,"outsideblocked",51.6050109863281,-22.3823528289795,149,TRUE,2,3.69999999999982,2,3.69999999999982
72393,172367,814,756568,122858,885,885,239,0.193319308208464,1405.8,"shot",0,"evenStrength",5,"successful",2,"F",-3,5,"slot",79.7649841308594,-1.25882339477539,159,TRUE,1,2,1,2
72393,172367,814,675490,122858,885,885,240,0.495718024339097,1407.1666,"shot",0,"evenStrength",5,"successful",2,"F",-3,5,"slot",83.7885131835938,2.76470565795898,159,TRUE,1,3.36660000000006,0,1.36660000000006
72393,172367,814,727892,122858,885,885,250,0.001650305914513,1461.1,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outsideblocked",38.5285339355469,-22.3823528289795,165,TRUE,3,23.7665999999999,3,23.7665999999999
72393,122858,885,509639,172367,814,814,252,0.02677147115925,1481,"shot",1,"evenStrength",5,"failed",2,"F",2,5,"slotblocked",63.0734367370606,19.8617534637451,166,TRUE,4,13.4666999999999,4,13.4666999999999
72393,122858,885,551549,172367,814,814,253,0.016407528715744,1485.6666,"shot",1,"evenStrength",5,"successful",2,"D",2,5,"slot",59.552848815918,20.8676357269287,166,TRUE,5,18.1333,1,4.66660000000002
72393,172367,814,675490,122858,885,885,262,0.011491350946895,1553.6666,"shot",0,"evenStrength",5,"successful",2,"F",-2,5,"outside",52.1000518798828,-12.3165626525879,175,TRUE,1,4.26659999999993,1,4.26659999999993
72393,172367,814,879732,122858,885,885,264,0.010002158946698,1556.8334,"shot",0,"evenStrength",5,"successful",2,"D",-2,5,"slot",59.1412353515625,-18.8547973632813,177,TRUE,0,1.10009999999988,0,1.10009999999988
72393,122858,885,213380,172367,814,814,271,0.018589916999262,1584.7333,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"outside",74.1381759643555,-28.4216690063477,180,TRUE,0,3.39990000000012,0,3.39990000000012
72393,122858,885,489917,172367,814,814,272,0.325794724229572,1585.6333,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"slot",85.7058181762695,-3.77755737304687,180,TRUE,0,4.29989999999998,0,0.899999999999864
72393,122858,885,489917,172367,814,814,273,0.158071907609594,1586.3667,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"outside",88.2205276489258,-5.28638076782227,180,TRUE,0,5.03330000000005,0,0.733400000000074
72393,122858,885,376368,172367,814,814,274,0.055141330208646,1596.8667,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"slot",69.1087646484375,0.748916625976563,180,TRUE,2,15.5333000000001,2,10.5
72393,172367,814,435025,122858,885,885,275,0.013057455969546,1605.9333,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outside",64.6767425537109,-25.9029407501221,181,TRUE,2,7.79999999999995,2,7.79999999999995
72393,172367,814,834804,122858,885,885,278,0.017203099724859,1624.5667,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outside",76.2491302490234,-28.9205875396728,181,TRUE,5,26.4334000000001,3,18.6334000000002
72393,172367,814,307447,122858,885,885,281,0.037634810140813,1649.4,"shot",0,"evenStrength",5,"successful",2,"F",-2,5,"outside",63.1726531982422,24.8941192626953,181,TRUE,9,51.2667000000001,4,24.8333
72393,122858,885,509639,172367,814,814,282,0.035283979939009,1658.8,"shot",1,"evenStrength",5,"failed",2,"F",2,5,"slot",61.0616722106934,14.8323421478271,182,TRUE,4,8.56669999999986,4,8.56669999999986
72393,122858,885,565120,172367,814,814,289,0.048946682484868,1720.6666,"shot",1,"evenStrength",5,"failed",2,"F",2,5,"slot",66.5861663818359,2.76764678955078,186,TRUE,4,19.5998999999999,4,19.5998999999999
72393,122858,885,256345,172367,814,814,290,0.021498490704582,1732.5667,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"outside",87.2067565917969,8.29999923706055,186,TRUE,6,31.5,2,11.9001000000001
72393,172367,814,756568,122858,885,885,306,0.114555117740466,1839.3,"shot",0,"evenStrength",5,"successful",2,"F",-2,5,"slot",78.2608947753906,-4.27647018432617,199,TRUE,1,5.79999999999995,1,5.79999999999995
72393,122858,885,896072,172367,814,814,309,0.01493930875862,1858.5667,"shot",1,"powerPlay",4,"successful",2,"D",2,5,"outside",46.979320526123,13.8264598846436,202,TRUE,2,2.53340000000003,2,2.53340000000003
72393,122858,885,213380,172367,814,814,316,0.081932103211549,1929.6666,"shot",1,"powerPlay",4,"successful",2,"F",2,5,"slot",69.611701965332,-3.27461242675781,206,TRUE,10,48.5333000000001,10,48.5333000000001
72393,122858,885,13705,172367,814,814,325,0.003483260233399,1998.9667,"shot",1,"evenStrength",5,"failed",2,"D",2,5,"outside",35.4116744995117,-31.9411849975586,212,TRUE,1,9.86670000000004,1,9.86670000000004
72393,122858,885,562695,172367,814,814,334,0.024250007767844,2069.8,"shot",1,"evenStrength",5,"failed",2,"F",2,5,"slotblocked",70.6096954345703,-19.8647079467773,220,TRUE,4,9.10000000000036,4,9.10000000000036
72393,122858,885,896072,172367,814,814,335,0.002126951539027,2083.8333,"shot",1,"evenStrength",5,"successful",2,"D",2,5,"outside",34.9008712768555,-26.4029388427734,220,TRUE,10,23.1333,6,14.0332999999996
72393,172367,814,71819,122858,885,885,340,0.00246880034485,2113.2,"shot",0,"evenStrength",5,"failed",2,"D",-2,5,"outsideblocked",39.0267486572266,23.8882369995117,223,TRUE,2,3.39999999999964,2,3.39999999999964
72393,172367,814,675490,122858,885,885,343,0.016862960368032,2125.2334,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"slotblocked",55.1208648681641,4.77647018432617,225,TRUE,0,2.40010000000029,0,2.40010000000029
72393,172367,814,307447,122858,885,885,347,0.201240213112152,2140.2666,"shot",0,"evenStrength",5,"successful",2,"F",-2,5,"slot",81.2738037109375,4.27352905273438,227,TRUE,0,1,0,1
72393,172367,814,307447,122858,885,885,348,0.072388625726205,2141.5667,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outside",94.3502807617188,8.79999923706055,227,TRUE,0,2.30009999999993,0,1.30009999999993
72393,172367,814,710249,122858,885,885,350,0.040433310303215,2155.1333,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"slot",68.7002868652344,1.75882339477539,229,TRUE,3,9.30000000000018,3,9.30000000000018
72393,172367,814,435025,122858,885,885,363,0.019655365329996,2219,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outside",73.2267456054688,23.8882369995117,239,TRUE,0,2.63329999999996,0,2.63329999999996
72393,122858,885,562695,172367,814,814,371,0.002244532912398,2269.6,"shot",1,"powerPlay",4,"successful",2,"F",2,5,"outside",38.9322624206543,-14.3382453918457,246,TRUE,3,13.0999999999999,3,13.0999999999999
72393,122858,885,509639,172367,814,814,372,0.184163777109926,2270.9,"shot",1,"powerPlay",4,"successful",2,"F",2,5,"slot",81.1793212890625,-3.77648162841797,246,TRUE,3,14.4000000000001,0,1.30000000000018
72393,122858,885,551549,172367,814,814,376,0.003222582584601,2308.3333,"shot",1,"powerPlay",4,"failed",2,"D",2,5,"outsideblocked",36.9126396179199,-1.25588226318359,250,TRUE,3,17.5998999999997,3,17.5998999999997
72393,122858,885,155992,172367,814,814,379,0.011566738860561,2333.0667,"shot",1,"powerPlay",4,"successful",2,"F",2,5,"outside",51.497932434082,5.78529357910156,252,TRUE,3,16.8999999999996,3,16.8999999999996
72393,122858,885,221780,172367,814,814,388,0.002403488224165,2394.7334,"shot",1,"evenStrength",5,"successful",2,"D",2,5,"outside",29.3763809204102,22.8794002532959,256,TRUE,4,18.7334000000001,4,18.7334000000001
72393,122858,885,489917,172367,814,814,391,0.176589881239094,2411.7666,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"slot",74.7403106689453,7.29117584228516,256,TRUE,7,35.7665999999999,3,17.0331999999999
72393,122858,885,155992,172367,814,814,394,0.002477209416583,2421,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"outside",38.5285339355469,8.79999923706055,258,TRUE,2,5.19999999999982,2,5.19999999999982
72393,122858,885,13705,172367,814,814,427,0.042380023860694,2602.5667,"shot",1,"evenStrength",5,"successful",3,"D",2,5,"outside",38.5206451416016,6.79520416259766,282,TRUE,1,4.73340000000007,1,4.73340000000007
72393,122858,885,256345,172367,814,814,442,0.02714541216478,2689.4,"shot",1,"evenStrength",5,"successful",3,"F",2,5,"outside",71.7147979736328,28.9235382080078,294,TRUE,2,5.93339999999989,2,5.93339999999989
72393,172367,814,675490,122858,885,885,443,0.028070891115697,2699.7,"shot",0,"evenStrength",5,"successful",3,"F",-2,5,"slot",59.0499382019043,-17.3569679260254,295,TRUE,4,8.09999999999991,4,8.09999999999991
72393,172367,814,666826,122858,885,885,453,0.035758777546085,2749.2,"shot",0,"evenStrength",5,"successful",3,"D",-2,5,"outside",33.3999404907227,20.9224452972412,303,TRUE,1,8,1,8
72393,122858,885,222070,172367,814,814,462,0.017943594605385,2811.3667,"shot",1,"evenStrength",5,"successful",3,"D",2,5,"outside",36.0059356689453,32.4452056884766,310,TRUE,1,2.46669999999995,1,2.46669999999995
72393,122858,885,222070,172367,814,814,465,0.002803765795273,2820.8667,"shot",1,"evenStrength",5,"successful",3,"D",2,5,"outside",29.9706726074219,-38.4705772399902,312,TRUE,0,0.400099999999838,0,0.400099999999838
72393,122858,885,155992,172367,814,814,470,0.189932845194815,2860.1667,"shot",1,"powerPlay",3,"successful",3,"F",2,5,"slot",61.1530303955078,16.8529510498047,314,TRUE,7,15.6667000000002,7,15.6667000000002
72393,122858,885,551549,172367,814,814,471,0.034108383513178,2873.1333,"shot",1,"powerPlay",3,"failed",3,"D",2,5,"slot",57.6324462890625,-3.76763534545898,314,TRUE,10,28.6333,3,12.9665999999997
72393,122858,885,155992,172367,814,814,472,0.023666087227272,2879.1667,"shot",1,"powerPlay",3,"successful",3,"F",2,5,"slot",61.1530303955078,17.3558921813965,314,TRUE,11,34.6667000000002,1,6.03340000000026
72393,122858,885,155992,172367,814,814,473,0.08210727255083,2883.8,"shot",1,"powerPlay",3,"successful",3,"F",2,5,"slot",67.1961822509766,0.752941131591797,314,TRUE,12,39.3000000000002,1,4.63329999999996
72393,122858,885,489917,172367,814,814,474,0.164674951541696,2884.6333,"shot",1,"powerPlay",3,"failed",3,"F",2,5,"slotblocked",80.7756042480469,11.8176460266113,314,TRUE,12,40.1333,0,0.833299999999781
72393,122858,885,562695,172367,814,814,480,0.062552885386951,2926.9666,"shot",1,"powerPlay",3,"successful",3,"F",2,5,"slot",63.1726531982422,20.3676452636719,318,TRUE,7,14.7999,7,14.7999
72393,122858,885,562695,172367,814,814,481,0.062152230549006,2935,"shot",1,"powerPlay",3,"successful",3,"F",2,5,"slot",66.6932373046875,16.8470573425293,318,TRUE,10,22.8332999999998,3,8.0333999999998
72393,122858,885,721570,172367,814,814,482,0.059374561682977,2941.3,"shot",1,"powerPlay",3,"successful",3,"D",2,5,"slot",63.1647644042969,-20.3636207580566,318,TRUE,12,29.1333,2,6.30000000000018
72393,122858,885,562695,172367,814,814,484,0.030466505134674,2963.2,"shot",1,"powerPlay",4,"successful",3,"F",3,5,"outside",87.3059387207031,6.29226303100586,320,TRUE,2,12.7666999999997,2,12.7666999999997
72393,122858,885,562695,172367,814,814,485,0.371314591456393,2964,"shot",1,"powerPlay",4,"successful",3,"F",3,5,"slot",84.7944030761719,2.26176452636719,320,TRUE,2,13.5666999999999,0,0.800000000000182
72393,172367,814,879732,122858,885,885,508,0.002554529470475,3136.4666,"shot",0,"evenStrength",5,"successful",3,"D",-3,5,"outside",5.23207092285156,-9.80588150024414,337,TRUE,1,5.9332000000004,1,5.9332000000004
72393,172367,814,307447,122858,885,885,519,0.018295222374705,3233.3333,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"slot",62.5626373291016,11.8205871582031,345,TRUE,3,11.2665999999999,3,11.2665999999999
72393,122858,885,295519,172367,814,814,528,0.010221999624714,3270.1,"shot",1,"evenStrength",5,"failed",3,"F",3,5,"outsideblocked",66.6932373046875,-24.8970584869385,352,TRUE,0,4.79999999999973,0,4.79999999999973
72393,122858,885,562695,172367,814,814,534,0.008594202401697,3321.1,"shot",1,"evenStrength",5,"failed",3,"F",3,5,"outsideblocked",58.6382904052734,-23.8842086791992,358,TRUE,1,8.83339999999998,1,8.83339999999998
72393,172367,814,834804,122858,885,885,539,0.11159410470357,3347.5334,"shot",0,"evenStrength",5,"successful",3,"F",-3,5,"slot",80.1703109741211,6.79117584228516,359,TRUE,3,14.8334,3,14.8334
72393,172367,814,666826,122858,885,885,540,0.002383873722324,3355.0667,"shot",0,"evenStrength",5,"successful",3,"D",-2,5,"outside",3.22030639648437,39.985294342041,359,TRUE,5,22.3667,2,7.53330000000005
72393,122858,885,376368,172367,814,814,549,0.0933876733792,3406.8333,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"slot",80.2648010253906,7.29706954956055,364,TRUE,0,0.833299999999781,0,0.833299999999781
72393,122858,885,221780,172367,814,814,550,0.003326248403824,3410.4,"shot",1,"evenStrength",5,"failed",3,"D",2,5,"outside",29.9706726074219,-38.4705772399902,364,TRUE,0,4.40000000000009,0,3.56670000000031
72393,172367,814,675490,NA,885,885,561,0.038421144584844,3494.9333,"shot",0,"evenStrength",5,"successful",3,"F",-2,6,"outside",77.1479339599609,-15.8411750793457,371,TRUE,1,9.83330000000024,1,9.83330000000024
72393,172367,814,675490,NA,885,885,567,0.009620694389487,3521.9333,"shot",0,"evenStrength",5,"failed",3,"F",-2,6,"outside",71.6203079223633,29.9264717102051,377,TRUE,1,0.566600000000108,1,0.566600000000108
72393,172367,814,834804,NA,885,885,569,0.118622777684629,3533.9666,"shot",0,"evenStrength",5,"failed",3,"F",-2,6,"slot",69.6085433959961,11.8205871582031,379,TRUE,2,2.09990000000016,2,2.09990000000016
72393,172367,814,834804,NA,885,885,570,0.042204214372375,3543.6,"shot",0,"evenStrength",5,"failed",3,"F",-2,6,"slotblocked",69.611701965332,21.425386428833,379,TRUE,5,11.7332999999999,3,9.63339999999971
72393,172367,814,834804,NA,885,885,577,0.013074319642465,3597.2334,"shot",0,"evenStrength",5,"failed",3,"F",-2,6,"outsideblocked",76.1499404907227,30.478328704834,385,TRUE,3,7.56669999999986,3,7.56669999999986
67874,437682,869,782664,578487,628,628,2,0.11039468981959,14.4,"shot",0,"evenStrength",5,"successful",1,"F",0,5,"slot",79.2667694091797,4.77647018432617,387,TRUE,3,6.033333,3,6.033333
67874,437682,869,223971,578487,628,628,11,0.00246000820925,66.4,"shot",0,"evenStrength",5,"failed",1,"F",0,5,"outsideblocked",40.0373687744141,-25.3999996185303,393,TRUE,1,1.66667000000001,1,1.66667000000001
67874,437682,869,23843,578487,628,628,13,0.00229323033675,77.666664,"shot",0,"evenStrength",5,"failed",1,"F",0,5,"outsideblocked",42.0491333007813,-28.9205875396728,393,TRUE,3,12.933334,2,11.266664
67874,437682,869,23843,578487,628,628,14,0.028406544969305,83.1,"shot",0,"evenStrength",5,"successful",1,"F",0,5,"slot",62.6697082519531,-17.8558826446533,393,TRUE,4,18.36667,1,5.433336
67874,437682,869,660523,578487,628,628,16,0.145507848698551,88.46667,"shot",0,"evenStrength",5,"successful",1,"F",0,5,"slot",79.2667694091797,2.26176452636719,395,TRUE,0,0.0333359999999914,0,0.0333359999999914
67874,578487,628,742001,437682,869,869,24,0.002258718158049,133.3,"shot",1,"evenStrength",5,"successful",1,"F",0,5,"outside",-9.35005950927734,-31.439323425293,400,TRUE,2,4.43333000000001,2,4.43333000000001
67874,578487,628,813775,437682,869,869,28,0.028395710580903,150.3,"shot",1,"evenStrength",5,"successful",1,"D",0,5,"outside",33.9028778076172,-28.4216690063477,404,TRUE,1,5.23333000000002,1,5.23333000000002
67874,578487,628,535114,437682,869,869,29,0.002539649948963,154.93333,"shot",1,"evenStrength",5,"failed",1,"D",0,5,"outside",36.9205284118652,17.8489151000977,404,TRUE,1,9.86666000000002,0,4.63333
67874,437682,869,156109,578487,628,628,41,0.00460582625029,230.6,"shot",0,"evenStrength",5,"failed",1,"F",0,5,"outsideblocked",43.0550079345703,8.29705810546875,411,TRUE,6,14.13334,6,14.13334
67874,437682,869,562400,578487,628,628,44,0.008850415208462,249.36667,"shot",0,"shortHanded",5,"successful",1,"D",0,4,"outside",-67.5920486450195,36.9647064208984,413,TRUE,2,12.66667,2,12.66667
67874,578487,628,941262,437682,869,869,51,0.051668071149279,299.43332,"shot",1,"powerPlay",3,"successful",1,"F",0,5,"outside",84.6920471191406,8.29999923706055,416,TRUE,7,14.59998,7,14.59998
67874,578487,628,941262,437682,869,869,52,0.181096738606567,323.6,"shot",1,"powerPlay",3,"successful",1,"F",0,5,"outside",85.7058181762695,11.8136215209961,416,TRUE,18,38.76666,11,24.16668
67874,578487,628,941262,437682,869,869,53,0.041825711628858,327.2,"shot",1,"powerPlay",3,"failed",1,"F",0,5,"slotblocked",62.5705261230469,13.8253860473633,416,TRUE,19,42.36666,1,3.59999999999997
67874,578487,628,533190,437682,869,869,54,0.168593511120674,327.76666,"shot",1,"powerPlay",3,"failed",1,"F",0,5,"slot",81.1714630126953,8.80294036865234,416,TRUE,19,42.93332,0,0.566660000000013
67874,578487,628,609414,437682,869,869,55,0.170258778552645,328.93332,"shot",1,"powerPlay",3,"successful",1,"F",0,5,"outside",86.7117004394531,8.29303359985352,416,TRUE,19,44.09998,0,1.16665999999998
67874,578487,628,535114,437682,869,869,56,0.030072885820773,358.86667,"shot",1,"powerPlay",4,"successful",1,"D",1,5,"outside",33.3999404907227,22.2077484130859,416,TRUE,32,74.03333,13,29.93335
67874,578487,628,26215,437682,869,869,67,0.027040184919428,410.63333,"shot",1,"evenStrength",5,"successful",1,"F",1,5,"slot",66.0832214355469,-17.3499984741211,422,TRUE,2,5.70001000000002,2,5.70001000000002
67874,578487,628,533190,437682,869,869,82,0.001584413945156,498.6,"shot",1,"evenStrength",5,"failed",1,"F",1,5,"outsideblocked",36.9205284118652,-29.9304962158203,432,TRUE,1,7.40000000000003,1,7.40000000000003
67874,437682,869,156109,578487,628,628,87,0.020648315639463,540.5,"shot",0,"powerPlay",4,"failed",1,"F",-1,5,"slotblocked",65.1844177246094,-21.8794116973877,437,TRUE,4,8.16669999999999,4,8.16669999999999
67874,578487,628,742001,437682,869,869,96,0.010275425241663,608.8333,"shot",1,"shortHanded",5,"successful",1,"F",1,4,"outside",69.1008758544922,27.9147052764893,444,TRUE,0,1.86660000000006,0,1.86660000000006
