"gameid","teaminpossession","possession_id","eventname","outcome","pass_count","passes_between_shots","time_since_possession","time_since_shot"
67874,628,539,"shot","successful",3,3,11.4000000000001,11.4000000000001
67874,628,541,"shot","successful",2,2,7.53340000000003,7.53340000000003
67874,628,555,"shot","successful",2,2,8.83330000000001,8.83330000000001
67874,869,556,"shot","failed",4,4,12.5666999999999,12.5666999999999
67874,628,559,"shot","successful",0,0,1.43339999999989,1.43339999999989
67874,869,564,"shot","successful",1,1,9.56670000000008,9.56670000000008
67874,628,567,"shot","successful",8,8,23.9000000000001,23.9000000000001
67874,628,581,"shot","successful",5,5,15.6333999999997,15.6333999999997
67874,628,581,"shot","failed",6,1,20.7667999999999,5.13340000000017
67874,628,591,"shot","successful",3,3,4.36660000000029,4.36660000000029
67874,628,593,"shot","failed",2,2,3.0667999999996,3.0667999999996
67874,628,595,"shot","failed",8,8,18.6333000000004,18.6333000000004
67874,869,604,"shot","successful",1,1,6.16669999999976,6.16669999999976
67874,869,604,"shot","successful",1,0,7.46659999999974,1.29989999999998
67874,628,605,"shot","failed",3,3,9.93330000000014,9.93330000000014
67874,628,607,"shot","failed",3,3,10.9666999999999,10.9666999999999
67874,628,609,"shot","failed",7,7,39.4333000000001,39.4333000000001
67874,628,609,"shot","failed",8,1,46.2334000000001,6.80009999999993
67874,628,609,"shot","failed",12,4,63.3000000000002,17.0666000000001
67874,628,615,"shot","failed",1,1,4.9666000000002,4.9666000000002
67874,628,621,"shot","failed",4,4,14.8000000000002,14.8000000000002
67874,628,623,"shot","successful",5,5,11.7667000000001,11.7667000000001
67874,628,623,"shot","failed",7,2,16.8334000000004,5.06670000000031
67874,869,624,"shot","failed",2,2,4.39990000000034,4.39990000000034
67874,628,625,"shot","failed",3,3,11.2667000000001,11.2667000000001
67874,628,629,"shot","successful",6,6,12.8000000000002,12.8000000000002
67874,869,632,"shot","successful",0,0,2.90000000000009,2.90000000000009
67874,869,638,"shot","failed",2,2,5.03330000000005,5.03330000000005
67874,869,644,"shot","successful",3,3,15.8665999999998,15.8665999999998
67874,869,644,"shot","successful",3,0,16.9000000000001,1.03340000000026
67874,869,652,"shot","successful",5,5,20.0333000000001,20.0333000000001
67874,869,652,"shot","failed",6,1,25.3667,5.33339999999998
67874,869,652,"shot","successful",8,2,37.1000999999997,11.7333999999996
67874,628,669,"shot","successful",2,2,12.2333000000003,12.2333000000003
67874,628,673,"shot","successful",2,2,7.63340000000017,7.63340000000017
67874,628,681,"shot","successful",1,1,2.33329999999978,2.33329999999978
67874,628,681,"shot","failed",4,3,19.8999999999996,17.5666999999999
67874,628,687,"shot","failed",1,1,7.46669999999995,7.46669999999995
67874,869,690,"shot","successful",8,8,28.6666,28.6666
67874,628,691,"shot","successful",3,3,11.7334000000001,11.7334000000001
67874,869,692,"shot","successful",1,1,2.56669999999986,2.56669999999986
67874,628,693,"shot","failed",3,3,6.30009999999993,6.30009999999993
67874,628,695,"shot","failed",2,2,5.86670000000004,5.86670000000004
67874,628,699,"shot","successful",0,0,8.03340000000026,8.03340000000026
84801,795,705,"shot","failed",2,2,7.3,7.3
84801,524,706,"shot","successful",0,0,2.666668,2.666668
84801,524,718,"shot","failed",1,1,7.33334000000002,7.33334000000002
84801,524,722,"shot","failed",8,8,28.83333,28.83333
84801,795,725,"shot","successful",2,2,10.23333,10.23333
84801,795,729,"shot","failed",3,3,7.33334000000002,7.33334000000002
84801,524,734,"shot","failed",2,2,6.79998999999998,6.79998999999998
84801,795,737,"shot","failed",5,5,20.33333,20.33333
84801,795,737,"shot","successful",8,3,37.33333,17
84801,795,743,"shot","successful",1,1,3.06667000000004,3.06667000000004
84801,795,743,"shot","failed",4,3,9.60000000000002,6.53332999999998
84801,795,743,"shot","failed",5,1,17.33334,7.73334
84801,795,755,"shot","successful",0,0,5.06664999999998,5.06664999999998
84801,795,755,"shot","failed",4,4,16.46665,11.4
84801,795,757,"shot","successful",5,5,18.73338,18.73338
84801,524,758,"shot","failed",3,3,9.43339999999989,9.43339999999989
84801,524,768,"shot","failed",1,1,4.59995000000004,4.59995000000004
84801,795,771,"shot","failed",0,0,5.63330000000008,5.63330000000008
84801,795,771,"shot","successful",1,1,14.5,8.86669999999992
84801,795,771,"shot","successful",3,2,26.7,12.2
84801,524,774,"shot","failed",2,2,6,6
84801,524,774,"shot","successful",3,1,9.26666,3.26666
84801,524,774,"shot","failed",3,0,9.96669999999995,0.700039999999944
84801,524,774,"shot","successful",6,3,23,13.0333000000001
84801,795,781,"shot","failed",6,6,14.9,14.9
84801,524,790,"shot","successful",0,0,0.0333500000000413,0.0333500000000413
84801,524,790,"shot","successful",2,2,12.03335,12
84801,524,796,"shot","failed",6,6,13.7999600000001,13.7999600000001
84801,524,796,"shot","failed",20,14,51.4333,37.63334
84801,795,801,"shot","failed",2,2,12.2666400000001,12.2666400000001
84801,795,809,"shot","failed",4,4,17.2333999999998,17.2333999999998
84801,795,811,"shot","failed",3,3,11.6666,11.6666
84801,524,820,"shot","successful",1,1,1.16669999999999,1.16669999999999
84801,524,822,"shot","successful",2,2,6.2333000000001,6.2333000000001
84801,795,825,"shot","successful",1,1,4.60000000000014,4.60000000000014
84801,795,825,"shot","failed",2,1,15.7,11.0999999999999
84801,524,828,"shot","successful",2,2,14.6000000000001,14.6000000000001
84801,795,835,"shot","failed",8,8,21.0999999999999,21.0999999999999
84801,795,837,"shot","failed",4,4,15.8999999999999,15.8999999999999
84801,795,839,"shot","failed",6,6,17.5666999999999,17.5666999999999
84801,795,843,"shot","successful",1,1,1.56660000000011,1.56660000000011
84801,524,846,"shot","successful",4,4,8.16669999999999,8.16669999999999
84801,795,849,"shot","failed",2,2,6.39999999999986,6.39999999999986
84801,795,851,"shot","successful",7,7,25.6000000000001,25.6000000000001
84801,795,853,"shot","failed",2,2,16.6999999999998,16.6999999999998
84801,795,853,"shot","failed",3,1,21.4666,4.76660000000015
84801,795,853,"shot","successful",4,1,26.9332999999999,5.46669999999995
84801,795,853,"shot","failed",4,0,33.8665999999998,6.93329999999992
84801,524,854,"shot","successful",3,3,8.16660000000002,8.16660000000002
84801,524,856,"shot","failed",2,2,7.16669999999999,7.16669999999999
84801,795,857,"shot","successful",2,2,6.33330000000001,6.33330000000001
84801,795,857,"shot","successful",3,1,12.7333000000001,6.40000000000009
84801,524,862,"shot","failed",0,0,3.16660000000002,3.16660000000002
84801,524,862,"shot","successful",0,0,5.66660000000002,2.5
84801,795,865,"shot","failed",3,3,12.8,12.8
84801,795,865,"shot","successful",3,0,14.5332999999998,1.73329999999987
84801,795,867,"shot","successful",9,9,32.1000000000001,32.1000000000001
84801,795,867,"shot","successful",11,2,40.4334000000001,8.33339999999998
84801,524,868,"shot","failed",2,2,4.96669999999995,4.96669999999995
84801,795,871,"shot","successful",7,7,22.7666999999999,22.7666999999999
84801,795,873,"shot","successful",4,4,10.9000000000001,10.9000000000001
84801,795,879,"shot","successful",6,6,11.1333,11.1333
84801,795,879,"shot","failed",7,1,18.4332999999999,7.29999999999995
84801,795,879,"shot","successful",9,2,26.0333000000001,7.60000000000014
84801,524,886,"shot","successful",7,7,20.4666999999999,20.4666999999999
84801,524,888,"shot","failed",15,15,44.3999000000001,44.3999000000001
84801,524,888,"shot","failed",16,1,61.7333000000001,17.3334
84801,795,889,"shot","failed",1,1,9.53330000000005,9.53330000000005
84801,795,889,"shot","successful",1,0,13.4332999999999,3.89999999999986
84801,795,889,"shot","successful",2,1,24.9332999999999,11.5
84801,795,889,"shot","failed",6,4,36.9333000000001,12.0000000000002
84801,795,891,"shot","successful",2,2,7.83340000000044,7.83340000000044
84801,795,893,"shot","failed",2,2,4.26670000000013,4.26670000000013
84801,795,893,"shot","successful",4,2,23,18.7332999999999
84801,795,893,"shot","failed",5,1,25.7667000000001,2.76670000000013
84801,795,897,"shot","failed",0,0,1.39990000000034,1.39990000000034
84801,524,906,"shot","failed",17,17,49.3332999999998,49.3332999999998
84801,524,914,"shot","failed",1,1,2.36670000000004,2.36670000000004
84801,795,927,"shot","failed",1,1,3.90010000000029,3.90010000000029
84801,795,929,"shot","failed",6,6,17.1000999999997,17.1000999999997
84801,795,933,"shot","successful",3,3,7.36670000000004,7.36670000000004
84801,795,943,"shot","failed",2,2,2.46669999999995,2.46669999999995
84801,795,943,"shot","successful",3,1,6.63329999999996,4.16660000000002
84801,795,947,"shot","successful",1,1,2.96669999999995,2.96669999999995
84801,795,949,"shot","successful",1,1,5.83340000000044,5.83340000000044
84801,795,951,"shot","successful",0,0,0.0331999999998516,0.0331999999998516
84801,795,951,"shot","failed",0,0,3.39989999999989,3.36670000000004
84801,524,952,"shot","successful",0,0,2.33339999999998,2.33339999999998
84801,795,953,"shot","successful",2,2,9.93330000000014,9.93330000000014
84801,795,953,"shot","successful",7,5,26.0334000000003,16.1001000000001
84801,795,955,"shot","failed",2,2,2.93339999999989,2.93339999999989
84801,795,955,"shot","failed",3,1,7.13339999999971,4.19999999999982
84801,795,957,"shot","successful",1,1,3.30000000000018,3.30000000000018
84801,795,957,"shot","successful",4,3,18.7665999999999,15.4665999999997
84801,524,972,"shot","successful",2,2,3.16669999999976,3.16669999999976
84801,524,974,"shot","failed",2,2,7,7
84801,795,977,"shot","successful",2,2,8.36669999999958,8.36669999999958
84801,524,982,"shot","failed",2,2,6.63329999999996,6.63329999999996
84801,524,982,"shot","failed",4,2,14.4333000000001,7.80000000000018
84801,795,983,"shot","failed",0,0,2.9667000000004,2.9667000000004
84801,795,985,"shot","successful",0,0,4.29999999999973,4.29999999999973
84801,524,986,"shot","failed",3,3,14.8666000000003,14.8666000000003
84801,524,986,"shot","successful",5,2,25.7666000000004,10.9000000000001
84801,524,992,"shot","successful",3,3,10.5,10.5
84801,795,995,"shot","successful",5,5,15.2333000000003,15.2333000000003
84801,795,995,"shot","failed",5,0,18.1000000000004,2.86670000000004
84801,795,995,"shot","successful",6,1,21.2665999999999,3.16659999999956
84801,795,997,"shot","failed",1,1,10.7667000000001,10.7667000000001
84801,524,1000,"shot","failed",4,4,8.90000000000009,8.90000000000009
84801,524,1000,"shot","successful",4,0,12.2666000000004,3.36660000000029
84801,795,1001,"shot","successful",4,4,9.56660000000011,9.56660000000011
84801,795,1001,"shot","successful",4,0,15.2999,5.73329999999987
84801,524,1006,"shot","successful",0,0,0,0
84801,524,1006,"shot","failed",1,1,3.66670000000022,3.66670000000022
84801,795,1009,"shot","successful",0,0,1.03340000000026,1.03340000000026
84801,795,1009,"shot","failed",1,1,6.16670000000022,5.13329999999996
84801,795,1031,"shot","successful",5,5,13.1666999999998,13.1666999999998
84801,795,1035,"shot","failed",0,0,2.33330000000024,2.33330000000024
84801,524,1038,"shot","successful",4,4,10.2333999999996,10.2333999999996
84801,795,1039,"shot","failed",5,5,12.7667000000001,12.7667000000001
84801,795,1041,"shot","failed",3,3,11.4333999999999,11.4333999999999
84801,524,1046,"shot","failed",3,3,9.13329999999996,9.13329999999996
84801,524,1048,"shot","successful",1,1,8.60000000000036,8.60000000000036
84801,795,1051,"shot","successful",3,3,12.1333,12.1333
84801,524,1052,"shot","successful",8,8,41.8665999999998,41.8665999999998
84801,524,1054,"shot","failed",10,10,46.6333999999997,46.6333999999997
84801,524,1058,"shot","failed",1,1,31.9000000000001,31.9000000000001
84801,795,1059,"shot","successful",2,2,6.66670000000022,6.66670000000022
84204,686,1066,"shot","successful",2,2,4.333333,4.333333
84204,792,1069,"shot","failed",2,2,5.16666499999999,5.16666499999999
84204,686,1072,"shot","successful",6,6,24.9,24.9
84204,792,1081,"shot","failed",6,6,24.7,24.7
84204,792,1081,"shot","successful",10,4,36.76667,12.06667
84204,792,1089,"shot","successful",16,16,54.26666,54.26666
84204,792,1091,"shot","successful",18,18,49.19999,49.19999
84204,792,1093,"shot","failed",2,2,3.73334,3.73334
84204,792,1093,"shot","successful",3,1,10.16666,6.43331999999998
84204,792,1097,"shot","failed",5,5,18.76666,18.76666
84204,792,1103,"shot","successful",3,3,11.2,11.2
84204,686,1104,"shot","failed",5,5,17.66669,17.66669
84204,686,1108,"shot","successful",0,0,2.26666,2.26666
84204,686,1110,"shot","successful",0,0,2.16665999999998,2.16665999999998
84204,792,1113,"shot","failed",0,0,5.26665000000003,5.26665000000003
84204,792,1115,"shot","failed",0,0,0.799999999999955,0.799999999999955
84204,792,1115,"shot","failed",1,1,8.7666999999999,7.96669999999995
84204,792,1121,"shot","failed",1,1,7.70000000000005,7.70000000000005
84204,792,1121,"shot","successful",1,0,10,2.29999999999995
84204,792,1123,"shot","failed",8,8,16.23334,16.23334
84204,792,1123,"shot","successful",13,5,30.36664,14.1333
84204,792,1125,"shot","successful",3,3,8.23334999999997,8.23334999999997
84204,792,1129,"shot","successful",3,3,8.70000000000005,8.70000000000005
84204,792,1129,"shot","successful",4,1,13.5,4.79999999999995
84204,686,1132,"shot","failed",1,1,2.09997999999996,2.09997999999996
84204,686,1134,"shot","successful",4,4,11.1333500000001,11.1333500000001
84204,686,1138,"shot","failed",6,6,13.3333600000001,13.3333600000001
84204,792,1149,"shot","successful",1,1,6.33330999999998,6.33330999999998
84204,686,1150,"shot","successful",9,9,26.5667,26.5667
84204,686,1152,"shot","successful",0,0,4.86669999999981,4.86669999999981
84204,686,1158,"shot","successful",1,1,4.20000000000005,4.20000000000005
84204,686,1162,"shot","failed",6,6,13.1667,13.1667
84204,686,1170,"shot","failed",0,0,0.300000000000182,0.300000000000182
84204,686,1172,"shot","successful",1,1,0.399999999999864,0.399999999999864
84204,686,1172,"shot","successful",1,0,1.53329999999983,1.13329999999996
84204,686,1182,"shot","failed",1,1,7.70000000000005,7.70000000000005
84204,686,1182,"shot","failed",2,1,12.5,4.79999999999995
84204,792,1187,"shot","successful",2,2,11.0334,11.0334
84204,686,1188,"shot","failed",3,3,11.6667,11.6667
84204,686,1194,"shot","successful",1,1,18.5999999999999,18.5999999999999
84204,686,1196,"shot","failed",1,1,2.03330000000005,2.03330000000005
84204,792,1201,"shot","successful",3,3,9.63329999999996,9.63329999999996
84204,792,1201,"shot","successful",4,1,15.9666,6.33330000000001
84204,686,1204,"shot","successful",3,3,12.9000000000001,12.9000000000001
84204,686,1204,"shot","failed",8,5,31.0334,18.1333999999999
84204,686,1204,"shot","failed",9,1,39.4333000000001,8.39990000000012
84204,686,1204,"shot","successful",12,3,48.4333000000001,9
84204,686,1204,"shot","successful",12,0,50.2333000000001,1.79999999999995
84204,686,1206,"shot","failed",7,7,20.9667000000002,20.9667000000002
84204,792,1211,"shot","successful",1,1,5.7333000000001,5.7333000000001
84204,686,1214,"shot","failed",4,4,14.3332,14.3332
84204,792,1217,"shot","failed",0,0,0.0332999999998265,0.0332999999998265
84204,686,1218,"shot","successful",1,1,4.06669999999986,4.06669999999986
84204,686,1218,"shot","successful",4,3,15.0332999999998,10.9666
84204,686,1218,"shot","successful",5,1,19.8,4.76670000000013
84204,792,1221,"shot","failed",3,3,14.1000000000001,14.1000000000001
84204,686,1222,"shot","successful",1,1,10.3,10.3
84204,686,1226,"shot","failed",4,4,9.13329999999996,9.13329999999996
84204,792,1235,"shot","successful",6,6,19.5,19.5
84204,792,1235,"shot","failed",7,1,27.8,8.29999999999995
84204,792,1237,"shot","failed",2,2,4.53329999999983,4.53329999999983
84204,792,1237,"shot","failed",4,2,14,9.46670000000017
84204,686,1244,"shot","failed",3,3,10.6666999999998,10.6666999999998
84204,686,1244,"shot","successful",3,0,12.0666000000001,1.39990000000034
84204,686,1246,"shot","successful",1,1,4.19999999999982,4.19999999999982
84204,686,1246,"shot","successful",10,9,34.2665999999999,30.0666000000001
84204,686,1246,"shot","failed",12,2,40.4333000000001,6.16670000000022
84204,686,1248,"shot","successful",7,7,19.3334000000004,19.3334000000004
84204,686,1248,"shot","failed",13,6,37.6667000000002,18.3332999999998
84204,686,1248,"shot","failed",13,0,39.3334000000004,1.66670000000022
84204,686,1248,"shot","successful",21,8,63.0667000000003,23.7332999999999
84204,686,1258,"shot","failed",5,5,23.4665999999997,23.4665999999997
84204,686,1264,"shot","successful",0,0,4.46659999999974,4.46659999999974
84204,686,1266,"shot","successful",0,0,0.533300000000054,0.533300000000054
84204,686,1268,"shot","failed",0,0,3,3
84204,792,1273,"shot","successful",1,1,4.20000000000027,4.20000000000027
84204,686,1276,"shot","failed",2,2,10.6666999999998,10.6666999999998
84204,686,1276,"shot","successful",3,1,14.2999999999997,3.63329999999996
84204,792,1283,"shot","failed",4,4,5.66660000000002,5.66660000000002
84204,792,1285,"shot","successful",1,1,1.43330000000014,1.43330000000014
84204,686,1288,"shot","failed",0,0,2.39999999999964,2.39999999999964
84204,686,1290,"shot","successful",1,1,2.13340000000017,2.13340000000017
84204,686,1306,"shot","successful",2,2,9.59989999999971,9.59989999999971
84204,686,1306,"shot","successful",9,7,35.5332999999996,25.9333999999999
84204,686,1310,"shot","failed",3,3,7.86670000000004,7.86670000000004
84204,686,1310,"shot","successful",3,0,9,1.13329999999996
84204,686,1312,"shot","failed",3,3,6.26659999999993,6.26659999999993
84204,686,1314,"shot","failed",2,2,9.73340000000007,9.73340000000007
84204,792,1319,"shot","failed",0,0,4.36670000000004,4.36670000000004
84204,686,1322,"shot","successful",11,11,26.7000000000003,26.7000000000003
84204,792,1329,"shot","failed",1,1,1.83329999999978,1.83329999999978
84204,792,1335,"shot","failed",3,3,11.1333,11.1333
84204,686,1344,"shot","successful",5,5,18.4000000000001,18.4000000000001
